자치구,행정동,전입수,전출수,전입비율,전출비율
영등포구,양평2동,3656,3634,0.16368561258982336,0.1627006335206286
영등포구,여의동,4061,3915,0.12492501730369915,0.12043374605860187
영등포구,영등포동,7207,5251,0.3052520118593816,0.2224057602710716
영등포구,영등포본동,2903,3428,0.13152112357005324,0.15530637671310454
용산구,남영동,1734,1847,0.2372255284219167,0.2526848621656748
용산구,보광동,1815,2315,0.12566206251947243,0.16027971059646207
용산구,서빙고동,2411,2519,0.18295644255577478,0.1911519198664441
용산구,용문동,2017,2052,0.16331983805668016,0.16615384615384615
용산구,용산2가동,1412,1720,0.13580187545082953,0.16542438086078384
용산구,원효로1동,3499,2794,0.2393542429113794,0.1911276806785922
용산구,원효로2동,1862,2051,0.12770043206913106,0.14066250600096014
용산구,이촌1동,3417,2985,0.12773593016952955,0.1115866993140315
용산구,이촌2동,1265,1472,0.14326972082224362,0.16671385695679258
용산구,이태원1동,1125,1230,0.1762356074253936,0.19268426411843032
용산구,이태원2동,1450,1465,0.16498833703134777,0.16669511293167208
용산구,청파동,3393,3698,0.173037203253691,0.18859168217864702
용산구,한강로동,4394,3258,0.2729955577645926,0.2024168245782983
용산구,한남동,3230,3394,0.16799292661361626,0.17652259842929213
용산구,효창동,1771,2312,0.19709532023816148,0.2573034333092204
용산구,후암동,2544,2689,0.14547533952823447,0.15376697641172266
은평구,갈현1동,3295,3629,0.1332901842600271,0.14680123783904048
은평구,갈현2동,4059,4333,0.13524590163934427,0.1443755831000933
은평구,구산동,4507,4187,0.1361960594705669,0.12652604859180466
은평구,녹번동,6470,4661,0.19674324550333733,0.14173419896306882
은평구,대조동,4890,5667,0.15287699498225815,0.17716849295796663
은평구,불광1동,5367,6177,0.13118721126347438,0.15098628730659236
은평구,불광2동,3948,4236,0.134452636776951,0.14426073186098387
은평구,수색동,1190,3715,0.09714682231927833,0.30327768480346134
은평구,신사1동,4446,3717,0.15907261310578008,0.13298985670584446
은평구,신사2동,3074,3070,0.14133983171640074,0.1411559152144926
은평구,역촌동,6615,7576,0.13539374712173158,0.15506319398250012
은평구,응암1동,3800,4080,0.14883575191430193,0.15980259679219788
은평구,응암2동,3032,3775,0.14685653395330814,0.18284413445703768
은평구,응암3동,3912,4133,0.15215573403862234,0.16075144396258337
은평구,증산동,2211,2703,0.13619144414672457,0.16649727432320058
은평구,진관동,6673,5860,0.12133720031638952,0.10655417261412298
종로구,가회동,592,690,0.13841477671264904,0.16132803366845921
종로구,교남동,1791,1376,0.17597641857037583,0.13520019651191353
종로구,무악동,935,1021,0.11619236982726482,0.1268795824530881
종로구,부암동,1306,1444,0.1322397731875253,0.14621304171729446
종로구,사직동,1802,1685,0.19960124058484716,0.18664155959237927
종로구,삼청동,363,431,0.13392363032650803,0.1590112525364324
종로구,숭인1동,899,1081,0.14257394338276108,0.17143763381175164
종로구,숭인2동,1944,1954,0.21114369501466276,0.21222982513305094
종로구,이화동,1452,1613,0.18482688391038696,0.20532077393075357
종로구,종로1.2.3.4가동,1641,1763,0.24345374972183073,0.26155329723314297
종로구,종로5·6가동,1019,1139,0.20086733688152966,0.22452197910506605
종로구,창신1동,726,859,0.141796875,0.1677734375
종로구,창신2동,678,1077,0.07777013076393668,0.12353750860289058
종로구,창신3동,883,1014,0.12366946778711485,0.14201680672268907
종로구,청운효자동,1588,1839,0.12436369331975879,0.14402067507244107
종로구,평창동,2576,2623,0.13915674040461334,0.14169570267131243
종로구,혜화동,2992,3189,0.1784244737312899,0.19017234182121773
중구,광희동,943,981,0.20393598615916955,0.21215397923875431
중구,다산동,1961,2278,0.13598696300405672,0.15796955722755798
중구,동화동,1453,1605,0.13352324940268334,0.14749126998713472
중구,명동,439,547,0.16581680830972614,0.20661000944287064
중구,소공동,547,545,0.28305304010349286,0.2820181112548512
중구,신당5동,1374,1515,0.14969766301683282,0.16505965026965191
중구,신당동,1565,1729,0.2075459187056561,0.22929513957960349
중구,약수동,2017,2457,0.11488622447526557,0.13994816734542762
중구,을지로동,495,409,0.3328850033624748,0.2750504371217216
중구,장충동,903,949,0.19606991640429922,0.20605797416132884
중구,중림동,2893,1606,0.24931058255773872,0.1384005515339538
중구,청구동,1871,2063,0.12971436494731003,0.1430255130338325
중구,필동,738,812,0.19380252100840337,0.21323529411764705
중구,황학동,2563,2403,0.2142528735632184,0.20087774294670846
중구,회현동,1009,974,0.2142705457634317,0.2068379698449777
중랑구,망우3동,2351,2817,0.13092022831685926,0.1568703884170959
중랑구,망우본동,4120,4761,0.1321169170581539,0.15267200051307542
중랑구,면목2동,3182,3768,0.12243170450173144,0.144978838014621
중랑구,면목3.8동,3881,4489,0.1462045582972311,0.1691090600866453
중랑구,면목4동,2561,2987,0.12676021481426486,0.14784567030465018
중랑구,면목5동,1253,1700,0.12612612612612611,0.17112084151190296
중랑구,면목7동,2960,3454,0.1354257217367434,0.1580271766482134
중랑구,면목본동,5173,5533,0.14645470888835413,0.15664680152315164
중랑구,묵1동,4654,4766,0.13036049410380662,0.13349766112994033
중랑구,묵2동,2879,3036,0.1446624626284451,0.1525513152274954
